ID,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
66273,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66274,City Hotel,1,45,2017,April,16,16,2,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-03-16
66275,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66276,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66277,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66278,City Hotel,1,62,2017,April,16,16,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-02-26
66279,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66280,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66281,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66282,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66283,City Hotel,1,67,2017,April,16,16,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-02-14
66284,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66285,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66286,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66287,City Hotel,1,49,2017,April,16,16,2,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0,Canceled,2017-03-06
66288,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66289,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66290,City Hotel,1,67,2017,April,16,16,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-02-14
66291,City Hotel,1,54,2017,April,16,16,2,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0,Canceled,2017-04-10
66292,City Hotel,1,62,2017,April,16,16,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-02-26
66293,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66294,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66295,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66296,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66297,City Hotel,1,14,2017,April,16,16,2,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,Refundable,9.0,,0,Transient,121.67,0,2,Canceled,2017-04-13
66298,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66299,City Hotel,1,174,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,46,Transient,100.0,0,0,Canceled,2016-12-09
66300,City Hotel,1,16,2017,April,16,16,2,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,2,Canceled,2017-04-03
66301,City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-12-09
66302,City Hotel,1,196,2017,April,16,16,2,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Canceled,2016-12-12
66303,City Hotel,1,77,2017,April,16,16,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-03-04
66304,City Hotel,1,87,2017,April,16,16,2,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-01-19
66305,City Hotel,1,59,2017,April,16,16,2,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-03-09
66306,City Hotel,1,77,2017,April,16,16,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0,Canceled,2017-03-21
66307,City Hotel,1,89,2017,April,16,16,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,162.0,0,0,Canceled,2017-01-18
66308,City Hotel,1,42,2017,April,16,16,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.25,0,0,Canceled,2017-03-05
66309,City Hotel,1,245,2017,April,16,16,2,3,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2016-08-15
66310,City Hotel,1,21,2017,April,16,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,174.0,0,0,Canceled,2017-03-31
66311,City Hotel,1,168,2017,April,16,16,2,3,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-04-07
66312,City Hotel,1,245,2017,April,16,16,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,0,Canceled,2016-08-15
66313,City Hotel,1,62,2017,April,16,16,2,3,1,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,0,Canceled,2017-02-17
66314,City Hotel,1,14,2017,April,16,16,2,4,1,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1,Canceled,2017-04-05
66315,City Hotel,1,220,2017,April,16,16,2,5,2,0.0,0,HB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,168.0,0,0,Canceled,2016-09-08
66316,City Hotel,1,302,2017,April,16,16,2,5,2,0.0,0,HB,ISR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,183.0,0,1,Canceled,2016-09-08
66317,City Hotel,1,28,2017,April,16,17,1,0,2,0.0,0,BB,SGP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,174.0,0,0,No-Show,2017-04-17
66318,City Hotel,1,223,2017,April,16,17,1,0,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.2,0,1,Canceled,2016-09-25
66319,City Hotel,1,25,2017,April,16,17,1,0,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,89.0,0,1,Canceled,2017-03-24
66320,City Hotel,1,17,2017,April,16,17,1,1,2,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,282.0,0,0,Canceled,2017-04-02
66321,City Hotel,1,34,2017,April,16,17,1,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,0,Canceled,2017-03-22
66322,City Hotel,1,217,2017,April,16,17,1,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.0,0,2,Canceled,2016-10-18
66323,City Hotel,1,115,2017,April,16,17,1,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Canceled,2017-04-07
66324,City Hotel,1,75,2017,April,16,17,1,2,2,2.0,1,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,255.0,0,0,Canceled,2017-03-28
66325,City Hotel,1,111,2017,April,16,17,1,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,2,Canceled,2017-01-09
66326,City Hotel,1,41,2017,April,16,17,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,112.0,0,1,Canceled,2017-03-07
66327,City Hotel,1,57,2017,April,16,17,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-03-05
66328,City Hotel,1,169,2017,April,16,17,1,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.24,0,1,Canceled,2016-11-06
66329,City Hotel,1,141,2017,April,16,17,1,2,2,0.0,0,BB,LTU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-01-29
66330,City Hotel,1,155,2017,April,16,17,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Canceled,2017-04-07
66331,City Hotel,1,154,2017,April,16,17,1,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,134.5,0,0,Canceled,2016-11-14
66332,City Hotel,1,91,2017,April,16,17,1,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,172.8,0,0,Canceled,2017-03-04
66333,City Hotel,1,74,2017,April,16,17,1,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0,Canceled,2017-02-13
66334,City Hotel,1,129,2017,April,16,17,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,2,Canceled,2017-01-15
66335,City Hotel,1,144,2017,April,16,17,1,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016-11-24
66336,City Hotel,1,155,2017,April,16,17,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Canceled,2017-04-07
66337,City Hotel,1,134,2017,April,16,17,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,1,Canceled,2016-12-16
66338,City Hotel,1,53,2017,April,16,17,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,154.0,,0,Transient,117.45,0,0,Canceled,2017-03-13
66339,City Hotel,1,285,2017,April,16,17,1,3,2,1.0,0,BB,BHR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Canceled,2016-12-13
66340,City Hotel,1,82,2017,April,16,17,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,1,Canceled,2017-01-30
66341,City Hotel,1,92,2017,April,16,17,1,3,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.8,0,0,Canceled,2017-02-10
66342,City Hotel,1,53,2017,April,16,17,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,1,Canceled,2017-02-27
66343,City Hotel,1,77,2017,April,16,17,1,4,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,1,Canceled,2017-01-30
66344,City Hotel,1,126,2017,April,16,17,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,1,Canceled,2016-12-27
66345,City Hotel,1,60,2017,April,16,17,1,4,2,0.0,0,BB,TUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-04-07
66346,City Hotel,1,15,2017,April,16,17,1,4,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1,Canceled,2017-04-07
66347,City Hotel,1,77,2017,April,16,17,1,4,3,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,198.0,0,0,Canceled,2017-01-30
66348,City Hotel,1,175,2017,April,16,17,1,5,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,1,Canceled,2016-12-13
66349,City Hotel,1,141,2017,April,16,17,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2016-12-13
66350,City Hotel,1,141,2017,April,16,17,1,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,2016-12-13
66351,City Hotel,1,35,2017,April,16,17,3,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,145.0,0,2,No-Show,2017-04-17
66352,City Hotel,1,35,2017,April,16,17,3,6,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,185.0,0,3,No-Show,2017-04-17
66353,City Hotel,1,96,2017,April,16,17,1,4,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,162.0,0,2,Canceled,2017-02-02
66354,City Hotel,1,126,2017,April,16,17,1,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,1,Canceled,2016-12-27
66355,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66356,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66357,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66358,City Hotel,1,21,2017,April,16,18,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,115.0,0,1,Canceled,2017-03-28
66359,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66360,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66361,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66362,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66363,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66364,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66365,City Hotel,1,5,2017,April,16,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient,95.0,0,0,Canceled,2017-04-17
66366,City Hotel,1,386,2017,April,16,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17
66367,City Hotel,1,36,2017,April,16,18,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-03-13
66368,City Hotel,1,59,2017,April,16,18,0,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,239.0,0,0,Canceled,2017-03-19
66369,City Hotel,1,70,2017,April,16,18,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-02-12
66370,City Hotel,1,28,2017,April,16,18,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,214.0,0,0,Canceled,2017-03-23
66371,City Hotel,1,184,2017,April,16,18,0,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,1,Canceled,2016-11-06
66372,City Hotel,1,35,2017,April,16,18,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.33,0,0,Canceled,2017-04-04
66373,City Hotel,1,70,2017,April,16,18,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-02-12
66374,City Hotel,1,194,2017,April,16,18,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,9.0,,0,Transient,162.0,0,1,Canceled,2017-02-22
66375,City Hotel,1,79,2017,April,16,18,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0,Canceled,2017-03-28
66376,City Hotel,1,14,2017,April,16,18,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,215.0,0,1,Canceled,2017-04-05
66377,City Hotel,1,35,2017,April,16,18,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.33,0,0,Canceled,2017-04-04
66378,City Hotel,1,23,2017,April,16,18,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,214.0,0,0,Canceled,2017-03-26
66379,City Hotel,1,281,2017,April,16,18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,1,Canceled,2016-08-23
66380,City Hotel,1,241,2017,April,16,18,0,4,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Canceled,2017-03-01
66381,City Hotel,1,15,2017,April,16,18,0,4,2,0.0,0,SC,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1,Canceled,2017-04-11
66382,City Hotel,1,68,2017,April,16,18,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-03-04
66383,City Hotel,1,70,2017,April,16,18,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Contract,80.0,0,0,Canceled,2017-02-07
66384,City Hotel,1,94,2017,April,16,18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.8,0,0,Canceled,2017-01-24
66385,City Hotel,1,68,2017,April,16,18,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-04-01
66386,City Hotel,1,110,2017,April,16,18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0,Canceled,2017-03-04
66387,City Hotel,1,90,2017,April,16,18,0,5,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,1,Canceled,2017-04-06
66388,City Hotel,1,99,2017,April,16,18,1,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,165.75,0,0,Canceled,2017-01-11
66389,City Hotel,1,15,2017,April,16,19,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,175.0,0,1,Canceled,2017-04-06
66390,City Hotel,1,45,2017,April,16,19,0,1,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,0,Canceled,2017-03-05
66391,City Hotel,1,162,2017,April,16,19,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,3,Canceled,2016-11-20
66392,City Hotel,1,132,2017,April,16,19,0,2,2,2.0,0,BB,FIN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,189.0,0,1,Canceled,2016-12-09
66393,City Hotel,1,66,2017,April,16,19,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2017-04-10
66394,City Hotel,1,129,2017,April,16,19,0,3,2,0.0,0,BB,IND,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,133.5,0,2,Canceled,2017-02-20
66395,City Hotel,1,42,2017,April,16,19,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,0,Canceled,2017-03-27
66396,City Hotel,1,42,2017,April,16,19,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,0,Canceled,2017-03-27
66397,City Hotel,1,19,2017,April,16,19,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1,Canceled,2017-04-04
66398,City Hotel,1,195,2017,April,16,19,0,3,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.2,0,0,Canceled,2016-10-06
66399,City Hotel,1,247,2017,April,16,19,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,2,Canceled,2016-09-20
66400,City Hotel,1,133,2017,April,16,19,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,100.0,0,0,Canceled,2017-02-09
66401,City Hotel,1,90,2017,April,16,19,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,100.0,0,0,Canceled,2017-02-09
66402,City Hotel,1,133,2017,April,16,19,0,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,390.0,,0,Transient-Party,90.0,0,0,Canceled,2017-03-21
66403,City Hotel,1,69,2017,April,16,19,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,100.0,0,0,Canceled,2017-03-21
66404,City Hotel,1,195,2017,April,16,19,0,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Canceled,2016-11-27
66405,City Hotel,1,133,2017,April,16,19,0,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,390.0,,0,Transient-Party,90.0,0,0,Canceled,2017-03-21
66406,City Hotel,1,69,2017,April,16,19,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,100.0,0,0,Canceled,2017-03-21
66407,City Hotel,1,90,2017,April,16,19,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,100.0,0,0,Canceled,2017-02-09
